id,etag,title,authors,publishedDate,description,pageCount,printType,maturityRating,imageLinks,language,previewLink,textSnippet,ISBN_10,ISBN_13
0uMDAAAAMBAJ,i1jjwuF5aG8,Popular Mechanics,,1984-01,"Popular Mechanics inspires, instructs and influences readers to help them master the modern world. Whether it’s practical DIY home-improvement tips, gadgets and digital technology, information on the newest cars or the latest breakthroughs in science -- PM is the ultimate guide to our high-tech lifestyle.",176.0,MAGAZINE,NOT_MATURE,http://books.google.com/books/content?id=0uMDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=0uMDAAAAMBAJ&printsec=frontcover&dq=1984&hl=&cd=6&source=gbs_api,"Whether it’s practical DIY home-improvement tips, gadgets and digital technology, information on the newest cars or the latest breakthroughs in science -- PM is the ultimate guide to our high-tech lifestyle.",,
XsqoEAAAQBAJ,fucqxF8xCwg,1984,George Orwell,2023-01-18,"The world is divided into the three hostile power blocs of Oceania, Eurasia and East Asia, which are at permanent war with each other. The action of the novel takes place in Oceania, which includes North and South America, the British Isles, Australia and southern Africa. In the dictatorial and totalitarian state, a party elite (Inner Party) led by Big Brother - who is never really visible - oppresses the remaining party members (Outer Party) and the broad mass of the people, the ""proles."" The omnipresent thought police permanently monitor all party members. The English language is being cleansed of ""harmful terms"" and has been replaced by a new language - Newspeak. Gröls Classics - English Edition",274.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=XsqoEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=XsqoEAAAQBAJ&printsec=frontcover&dq=1984&hl=&cd=7&source=gbs_api,"The action of the novel takes place in Oceania, which includes North and South America, the British Isles, Australia and southern Africa.",3988288225,9783988288226
bcA9C78IvecC,9qLzS4BunP8,Ebony,,1984-08,"EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",176.0,MAGAZINE,NOT_MATURE,http://books.google.com/books/content?id=bcA9C78IvecC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=bcA9C78IvecC&printsec=frontcover&dq=1984&hl=&cd=8&source=gbs_api,"EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",,
8WdODwAAQBAJ,lCLNJ2+DW4o,1984,George Orwell,,,,BOOK,NOT_MATURE,http://books.google.com/books/content?id=8WdODwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=8WdODwAAQBAJ&printsec=frontcover&dq=1984&hl=&cd=9&source=gbs_api,"&quot; Due to the novel&#39;s huge popularity, many of its terms and concepts, such as Big Brother, doublethink, thoughtcrime, Newspeak, Room 101, telescreen, 2 + 2 = 5, and memory hole, have entered into common use since its publication in 1949.",802722537X,9788027225378
UjFvQgAACAAJ,scYaSeAdLAc,Nineteen Eighty-four,George Orwell,1983,"(Book Jacket Status: Jacketed) ""Nineteen Eighty-Four"" revealed George Orwell as one of the twentieth century's greatest mythmakers. While the totalitarian system that provoked him into writing it has since passed into oblivion, his harrowing cautionary tale of a man trapped in a political nightmare has had the opposite fate: its relevance and power to disturb our complacency seem to grow decade by decade. In Winston Smith's desperate struggle to free himself from an all-encompassing, malevolent state, Orwell zeroed in on tendencies apparent in every modern society, and made vivid the universal predicament of the individual.",329.0,BOOK,NOT_MATURE,,en,http://books.google.co.in/books?id=UjFvQgAACAAJ&dq=1984&hl=&cd=10&source=gbs_api,(Book Jacket Status: Jacketed) &quot;Nineteen Eighty-Four&quot; revealed George Orwell as one of the twentieth century&#39;s greatest mythmakers.,0582536588,9780582536586
5AoREQAAQBAJ,49QqxHSsbHI,The Catcher in the Rye,J. D. Salinger,2024-06-28,"The Catcher in the Rye,&quot; written by J.D. Salinger and published in 1951, is a classic American novel that explores the themes of adolescence, alienation, and identity through the eyes of its protagonist, Holden Caulfield. The novel is set in the 1950s and follows Holden, a 16-year-old who has just been expelled from his prep school, Pencey Prep. Disillusioned with the world around him, Holden decides to leave Pencey early and spend a few days alone in New York City before returning home. Over the course of these days, Holden interacts with various people, including old friends, a former teacher, and strangers, all the while grappling with his feelings of loneliness and dissatisfaction. Holden is deeply troubled by the &quot;phoniness&quot; of the adult world and is haunted by the death of his younger brother, Allie, which has left a lasting impact on him. He fantasizes about being &quot;the catcher in the rye,&quot; a guardian who saves children from losing their innocence by catching them before they fall off a cliff into adulthooda. The novel ends with Holden in a mental institution, where he is being treated for a nervous breakdown. He expresses some hope for the future, indicating a possible path to recovery..",232.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=5AoREQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=5AoREQAAQBAJ&printsec=frontcover&dq=the+catcher+in+the+rye&hl=&cd=1&source=gbs_api,"The novel is set in the 1950s and follows Holden, a 16-year-old who has just been expelled from his prep school, Pencey Prep.",,
j--EMdEfmbkC,97W9hot02/A,The Catcher in the Rye,Jerome David Salinger,1964,"Story of Holden Caufield with his idiosyncrasies, penetrating insight, confusion, sensitivity and negativism.",228.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=j--EMdEfmbkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=j--EMdEfmbkC&q=the+catcher+in+the+rye&dq=the+catcher+in+the+rye&hl=&cd=2&source=gbs_api,"Story of Holden Caufield with his idiosyncrasies, penetrating insight, confusion, sensitivity and negativism.",0553250256,9780553250251
PuLrwrABKFoC,oNF9FrZQE+s,The Catcher in the Rye and Philosophy,"Keith Dromm, Heather Salter",2012,"""The puzzling, frustrating world of Holden Caulfield never loosens its grip on our imagination. Somehow, the growing pains of a privileged, alienated teenager lock onto deeper issues that continue to haunt us all. The Catcher in the Rye and Philosophy exposes these deeper issues by looking at Salinger's masterpiece through a philosophic lens.""--Publisher's website.",238.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=PuLrwrABKFoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=PuLrwrABKFoC&printsec=frontcover&dq=the+catcher+in+the+rye&hl=&cd=3&source=gbs_api,The Catcher in the Rye and Philosophy exposes these deeper issues by looking at Salinger&#39;s masterpiece through a philosophic lens.&quot;--Publisher&#39;s website.,0812698002,9780812698008
nZunDwAAQBAJ,e8T9G0aR5P0,Franny and Zooey,J. D. Salinger,2019-08-13,"A sharp and poignant snapshot of the crises of youth - from the acclaimed author of The Catcher in the Rye 'Everything everybody does is so - I don't know - not wrong, or even mean, or even stupid necessarily. But just so tiny and meaningless and - sad-making. And the worst part is, if you go bohemian or something crazy like that, you're conforming just as much only in a different way.' First published in the New Yorker as two sequential stories, 'Franny' and 'Zooey' offer a dual portrait of the two youngest members of J. D. Salinger's fictional Glass family. 'Salinger's masterpiece' Guardian",160.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=nZunDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=nZunDwAAQBAJ&printsec=frontcover&dq=the+catcher+in+the+rye&hl=&cd=4&source=gbs_api,"&#39; First published in the New Yorker as two sequential stories, &#39;Franny&#39; and &#39;Zooey&#39; offer a dual portrait of the two youngest members of J. D. Salinger&#39;s fictional Glass family. &#39;Salinger&#39;s masterpiece&#39; Guardian",0241988802,9780241988800
YgtQHP6srPAC,/datPvsW5TU,Fight Club,Chuck Palahniuk,2011-11-30,"'Hypnotic, pitiless and told brilliantly' Bret Easton Ellis Every weekend, in basements and parking lots across America, young men with good white-collar jobs and absent fathers take off their shoes and shirts and fight each other. Then they go back to those jobs with blackened eyes and loosened teeth and the sense that they can handle anything. Fight Club is the invention of Tyler Durden, projectionist, waiter and dark, anarchic genius. And it's only the beginning of his plans for revenge on a world where cancer support groups have the corner on human warmth. Read the subversive, savagely funny novel that defined a generation.",226.0,BOOK,MATURE,http://books.google.com/books/content?id=YgtQHP6srPAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=YgtQHP6srPAC&printsec=frontcover&dq=the+catcher+in+the+rye&hl=&cd=5&source=gbs_api,"Then they go back to those jobs with blackened eyes and loosened teeth and the sense that they can handle anything. Fight Club is the invention of Tyler Durden, projectionist, waiter and dark, anarchic genius.",1448114950,9781448114955
ic6NhqIcWhQC,ggD4F3D7DI0,New Essays on The Catcher in the Rye,Jack Salzman,1991,Five essays focus on various aspects of the novel from its ideology within the context of the Cold War and portrait of a particular American subculture to its account of patterns of adolescent crisis and rich and complex narrative structure.,134.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=ic6NhqIcWhQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=ic6NhqIcWhQC&printsec=frontcover&dq=the+catcher+in+the+rye&hl=&cd=6&source=gbs_api,Five essays focus on various aspects of the novel from its ideology within the context of the Cold War and portrait of a particular American subculture to its account of patterns of adolescent crisis and rich and complex narrative structure ...,0521377986,9780521377980
s1INxSzuaFUC,Q8pFf0wJqlQ,Vernon God Little,DBC Pierre,2012-08-07,"“If Huckleberry Finn were set on the Mexican-American border and written by the creators of South Park, it might read something like this.” —San Francisco Chronicle Hailed by critics and lauded by readers for its riotously funny and scathing portrayal of America in an age of trial by media, materialism, and violence, Vernon God Little was an international sensation when it was first published in 2003 and awarded the prestigious Man Booker Prize. The memorable portrait of America is seen through the eyes of a wry, young protagonist. Fifteen-year-old Vernon narrates the story with a cynical twang and a four-letter barb for each of his townsfolk, a medley of characters. With a plot involving a school shooting and death-row reality TV shows, Pierre’s effortless prose and dialogue combine to form a novel of postmodern gamesmanship. “A dangerous, smart, ridiculous, and very funny first novel . . . Pierre renders adolescence brilliantly, capturing with seeming effortlessness the bright, contradictory hormone rush of teenage life.” —Sam Sifton, The New York Times",222.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=s1INxSzuaFUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=s1INxSzuaFUC&printsec=frontcover&dq=the+catcher+in+the+rye&hl=&cd=7&source=gbs_api,"The memorable portrait of America is seen through the eyes of a wry, young protagonist. Fifteen-year-old Vernon narrates the story with a cynical twang and a four-letter barb for each of his townsfolk, a medley of characters.",0802194354,9780802194350
